class1	link	(//div[@id='ys_cpers']/a)[5]	class18	menu
class1	link	(//div[@id='ys_cpers']/a)[6]	class30	menu
class1	link	(//div[@id='ys_cpers']/a)[3]	class18	menu
class1	link	(//div[@id='ys_cpers']/a)[2]	class18	menu
class1	link	(//div[@id='ys_cpers']/a)[1]	class1	menu
class1	link	(//ul[@id='nav']/li[@class]/ul[@class]/li[@class]/a)[7]	class2	menu
class1	link	(//ul[@id='nav']/li[@class]/ul[@class]/li[@class]/a)[1]	class2	menu
class1	link	(//ul[@id='nav']/li[@class]/ul[@class]/li[@class]/a)[5]	class42	menu
class1	link	(//ul[@id='nav']/li[@class]/ul[@class]/li[@class]/a)[3]	class2	menu
class1	link	(//ul[@id='nav']/li[@class]/ul[@class]/li[@class]/a)[6]	class2	menu
class1	link	(//ul[@id='nav']/li[@class]/ul[@class]/li[@class]/a)[4]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[23]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[7]	class11	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[15]	class11	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[11]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[8]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[1]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[6]	class11	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[29]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[17]	class11	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[31]	class2	menu
class1	link	(/html/body/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/div[@class]/ul/li/a)[34]	class11	menu
